date,tweet
2021-09-01 17:40:17+00:00,         norway ftw  
2021-09-01 17:35:54+00:00,  our new crane
2021-09-01 16:57:24+00:00,     great shots by 
2021-09-01 16:54:17+00:00, maybe zap him on the head with our space lasers 
2021-09-01 16:46:52+00:00,    technically data packets do not need to touch regular internet  data can flow from user terminal to satellites to user terminal
2021-09-01 16:42:32+00:00,    our satellites launching in next few months have intersatellite laser links so no local downlink needed probably active in 4 to 6 months
2021-09-01 16:21:41+00:00, filing legal actions against spacex is actually his fulltime job 
2021-09-01 16:13:33+00:00, he should consider spending some money on actual lunar lander hardware instead of shady lobbyists
2021-09-01 02:44:40+00:00,   yup
2021-08-31 21:30:11+00:00,
2021-08-31 19:09:53+00:00,  just figuring out the regulatory approval process
2021-08-31 15:35:12+00:00, sigh
2021-08-31 07:21:21+00:00, 
2021-08-31 07:15:24+00:00,   good point agreed
2021-08-31 07:14:06+00:00,"  this might be part of the problem gm is warning owners not to charge their bolts in or near their homes overnight 
 "
2021-08-31 00:25:16+00:00, 
2021-08-31 00:23:47+00:00, big ass fans are great
2021-08-31 00:17:47+00:00,the dark side of onlyfans  
2021-08-31 00:03:21+00:00,time to stop projecting amp cool off 
2021-08-30 23:52:09+00:00,no worries situation is under control 
2021-08-30 23:17:51+00:00, true
2021-08-30 21:25:03+00:00, thank for bringing this up tesla will expedite service center openings have you tried our mobile service that comes to you
2021-08-30 21:04:05+00:00, beta 10 coming soon
2021-08-30 20:39:54+00:00, am watching star wars bad batch with lil baby x waiting for season 2
2021-08-30 11:02:57+00:00, hopefully first try with booster 5
2021-08-30 09:55:45+00:00,stage zero
2021-08-30 09:41:36+00:00,  tank treads on the arms
2021-08-30 09:36:36+00:00," booster has 2 pins for lifting amp catching although maybe its better to modify grid fins to take more load 

something will need to flip out from leeward side of top of ship to do same there maybe its part of fwd flaps but prob not

diff solutions for diff load paths"
2021-08-30 09:12:53+00:00,"spacex will try to catch largest ever flying object with robot chopsticks

success is not guaranteed but excitement is

"
2021-08-30 09:04:47+00:00,    110k
2021-08-30 09:02:34+00:00,   i added the archangel12 part  and obviously have a fondness for the letter x
2021-08-30 08:28:16+00:00, doffs 
2021-08-30 08:24:10+00:00, the beauty of physics truth
2021-08-30 01:27:07+00:00, important
2021-08-30 01:01:45+00:00, exactly
2021-08-30 00:27:36+00:00,  good to see you amp  at starbase
2021-08-29 19:35:32+00:00,      the rocket fleet grows
2021-08-29 06:33:47+00:00,falcon about to launch dragon to  
2021-08-29 04:55:03+00:00,     black
2021-08-29 03:35:43+00:00, of course
2021-08-28 23:37:00+00:00,flying over starbase 
2021-08-28 20:38:16+00:00,
2021-08-28 13:16:38+00:00,  ok
2021-08-28 07:47:05+00:00,  yeah we should tie autopilot driving style preference amp various warning settings together in general
2021-08-28 07:43:47+00:00, dont want to be unreasonable but maybe they should be required to deliver at least one vehicle per billion dollars of valuation before the ipo
2021-08-28 07:33:53+00:00, sure
2021-08-28 07:30:27+00:00, good point
2021-08-28 07:16:17+00:00,  pretty much
2021-08-28 07:15:32+00:00,  yes
2021-08-28 04:32:16+00:00, 
2021-08-27 20:34:53+00:00, good point we do have torque reduction if an obstacle is detected but active braking would be better prime directive is do not crash
2021-08-27 09:09:46+00:00,      impressive render warts amp all new version of raptor is much cleaner
2021-08-27 05:39:07+00:00,   
2021-08-27 05:27:18+00:00, turns out besos retired in order to pursue a fulltime job filing lawsuits against spacex 
2021-08-26 23:46:11+00:00," our intent with this pack is that product experience is roughly equivalent between nickel amp iron

id personally slightly opt for iron pack as it wants to be charged to 100 whereas nickel prefers 90"
2021-08-26 09:05:21+00:00, 2 weeks
2021-08-26 06:27:15+00:00, this is a risk but not yet a limiting factor
2021-08-26 05:42:36+00:00, beta 10 will be nextlevel
2021-08-26 04:59:29+00:00,  is a hydrogen sonata
2021-08-26 03:56:21+00:00, tesla china rocks
2021-08-25 22:26:06+00:00, nice
2021-08-25 22:25:03+00:00," we should be there with beta 10 which goes out a week from friday no point release this week 

it will have a completely retrained nn so will need another few weeks after that for tuning amp bug fixes best guess is public beta button in 4 weeks"
2021-08-25 22:12:10+00:00, 
2021-08-25 04:58:01+00:00,  in general we overfit to sf bay area
2021-08-24 20:36:23+00:00, 
2021-08-24 20:33:05+00:00, nothings perfect haha
2021-08-24 20:31:55+00:00, its amazing by most standards but we are aiming for 1000 safer than the average human driver
2021-08-24 20:29:25+00:00,  cant wait for new high bay
2021-08-24 05:27:07+00:00,   just drove fsd beta 93 from pasadena to lax much improved
2021-08-24 00:59:52+00:00, nope
2021-08-23 21:52:27+00:00,our license applications are pending in many more countries hoping to serve earth soon
2021-08-23 21:49:21+00:00, ancient doges
2021-08-23 21:47:46+00:00,now serving              
2021-08-23 20:43:30+00:00,"100k terminals shipped
"
2021-08-23 20:27:47+00:00,"   fsd beta 92 is actually not great imo but autopilotai team is rallying to improve as fast as possible 

were trying to have a single stack for both highway amp city streets but it requires massive nn retraining"
2021-08-23 20:10:27+00:00,the guns of august 
2021-08-23 20:03:02+00:00,   its basically the plot of fallout new vegas
2021-08-23 20:02:11+00:00,"   there is a profound difference between singleplanet amp multiplanet species 

if we are able to visit other stars one day we may discover many longdead singleplanet civilizations"
2021-08-23 19:56:16+00:00,  to extend the light of consciousness
2021-08-23 08:34:31+00:00, summarized well
2021-08-23 06:50:50+00:00, i never said this
2021-08-23 06:19:01+00:00,  my son asked if we would still speak english 7000 years from now i said probably not there was not even the faintest hint of english 7000 years ago
2021-08-21 05:31:39+00:00, deep cut haha
2021-08-21 05:27:08+00:00, hopefully
2021-08-21 05:25:18+00:00,    bot is not directly on the path of accelerating a sustainable energy future but it aspirationally improves the probability that the future is good
2021-08-21 05:10:27+00:00,   pretty wild
2021-08-21 04:44:39+00:00,    true
2021-08-21 04:26:08+00:00,do they even know about the delta variant
2021-08-20 20:05:36+00:00,"  mmtz
 "
2021-08-20 20:01:49+00:00,
2021-08-20 06:38:02+00:00,  yes
2021-08-20 06:14:58+00:00, its a quintillion 1018 floating point operations per second  enough to simulate a human brain
2021-08-20 03:17:42+00:00,
2021-08-20 03:15:53+00:00,  we have almost all the pieces needed for humanoid robots since we already make robots with wheels
2021-08-20 00:57:15+00:00,on now
2021-08-19 04:22:21+00:00, will make a big difference
2021-08-18 20:28:30+00:00,"  no bottom static aero pushes engine section back counteracting starships low center of mass on reentry caused by the engine section 

aiming for 60 to 70 deg angle of attack during high heating portion of flight dont want to reenter with engines blasted by plasma"
2021-08-18 17:55:24+00:00, low center of mass bit like our ship amp booster on reentry
2021-08-18 17:46:00+00:00, same
2021-08-18 17:41:44+00:00, 
2021-08-18 17:22:12+00:00, 
2021-08-18 16:38:05+00:00,  probably slightly further forward smaller more inward no funny looking static aero at top as static aero no longer directly in flow
2021-08-18 10:22:46+00:00," btw theres a slight error with forward flap design moving section is needed for control but passive section is counterproductive as it pushes nose backwards 

new design rotates fwd flaps more to leeward amp further forward to improve moment arm maybe 120 deg apart"
2021-08-18 09:49:57+00:00,   product ideas
2021-08-18 09:43:21+00:00,  true
2021-08-18 03:16:12+00:00, you can make anything fly haha
2021-08-18 03:14:29+00:00,  yes
2021-08-17 14:19:59+00:00, impressive
2021-08-16 01:54:52+00:00, robyn is great
2021-08-15 16:05:10+00:00,"  beta 10 or maybe 101 going to pure vision set us back initially vision plus coarse radar had us trapped in a local maximum like a level cap

pure vision requires fairly advanced realworld ai but thats how our whole road system is designed to work nns with vision"
2021-08-15 15:51:56+00:00,  93 probably 94 amp then maybe 10 significant architecture changes in 10
2021-08-15 15:49:22+00:00, improvements in 92 
2021-08-15 08:34:19+00:00, some unexpected last minute issues should go out in next day or two
2021-08-15 01:19:53+00:00,  first orbital stack of starship should be ready for flight in a few weeks pending only regulatory approval
2021-08-15 01:13:41+00:00,  probably sooner
2021-08-14 18:23:32+00:00,  we will make it happen
2021-08-14 18:21:05+00:00, shower thoughts work best for me
2021-08-14 16:43:02+00:00, dont look here
2021-08-14 15:24:10+00:00, were working on enabling public access to our restaurant
2021-08-14 15:13:53+00:00, solarwind  batteries  electric cars is obviously the future
2021-08-14 15:02:57+00:00,  ive been saying this for a while
2021-08-14 14:58:49+00:00,mad respect for the makers
2021-08-14 14:52:21+00:00, demolition man is coming true 
2021-08-14 14:24:02+00:00, starship will enable humanity to become a multiplanet species
2021-08-14 14:21:26+00:00,    
2021-08-14 14:06:55+00:00,          
2021-08-14 14:03:01+00:00,  major supercharger openings in west la coming soon
2021-08-14 07:18:03+00:00,"  starship will be crushingly costeffective for earth orbit or moon missions as soon as its operational amp rapid reuse is happening 

mars is a lot harder because earth amp mars only align every 26 months so ship reuse is limited to dozen times over 25 to 30 year life of ship"
2021-08-14 07:10:31+00:00,  all models do make use of aluminum casting but new y will be most advanced with 23 of body cast
2021-08-14 07:04:13+00:00,  sorry its been pretty intense lately
2021-08-14 07:03:16+00:00,  same
2021-08-14 06:59:57+00:00, i have great respect for kathy lueders
2021-08-14 06:48:59+00:00, actual volume manufacturing where cash in gt cash out is so damn hard most people have no idea
2021-08-13 23:36:45+00:00, the sad thing is that even if santa claus suddenly made their hardware real for free the first thing youd want to do is cancel it
2021-08-13 22:54:34+00:00, super agree
2021-08-13 22:53:51+00:00,  seriously
2021-08-13 22:51:34+00:00, in the end its all about entropy
2021-08-13 22:49:07+00:00, touche
2021-08-13 22:41:15+00:00, 
2021-08-13 22:37:48+00:00, 
2021-08-13 22:32:52+00:00,  soon mechazilla will have arms
2021-08-13 22:19:18+00:00,  naturlich
2021-08-13 21:46:59+00:00, vorfreude waldeinsamkeit
2021-08-13 21:35:13+00:00, pics or didn hapn  oh
2021-08-13 21:33:21+00:00, 
2021-08-13 21:16:03+00:00,   no amount of money can defy physics
2021-08-13 21:00:38+00:00, twitter dm laughing emoji is nightmare
2021-08-13 20:07:02+00:00,  yes on both counts that would be a great outcome for civilization
2021-08-13 19:33:59+00:00,  preferably on mars
2021-08-13 19:32:15+00:00, i will welcome death when it comes
2021-08-13 15:08:59+00:00, and ship will be caught by mechazilla too as with booster no landing legs those are only needed for moon amp mars until there is local infrastructure
2021-08-13 14:43:53+00:00, pretty close booster amp arms will move faster qd arm will steady booster for ship mate
2021-08-13 13:38:44+00:00,priority for residents of brandenburg amp berlin but also open to general public
2021-08-13 13:37:30+00:00,giga berlinbrandenburg county fair amp factory tour on 9 october
